CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,41,2023-XIII ACABOU A LUZ-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.77,5.77
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,42,2023-PROCURA SE CARLINHOS COELHO LADRAO DE LIVROS-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.0,5.0
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,43,2023-DE PEDACO EM PEDACO-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,4.28,4.28
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,44,2023-A LINHA-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,4.43,4.43
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,45,2023-A GRALHA-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,6.18,6.18
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,46,2023-A AGUIA E A CURUJA-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.0,5.0
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,47,2023-TOTO E OTTO-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,2.24,2.24
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,48,2023-O ANIVERSARIO DO DINOSSAURO-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.0,5.0
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,49,2023-ESTOU PERDENDO O MEU CORPO-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.0,5.0
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,50,2023-A NOITE-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.0,5.0
35240134028316923228550010003691091625593939,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,369109,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-01-25 17:38:30,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,51,2023-CURUMIM-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,1.0,UNIDAD,5.0,5.0
33240131343734000105550010000052751051465399,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,5275,VENDA DE PRODUCAO DO ESTABELECIMENTO,2024-01-26 15:47:33,31343734000105,CORPO ASTRAL COMERCIAL E INDUSTRIAL LTDA,83274956,RJ,RIO DE JANEIRO,394544020100,MINISTERIO DA SAUDE - HOSPITAL FEDERAL DO ANDARAI,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",1,SAPATILHA DESCARTAVEL- COR BRANCA-NAO ESTERIL,62101000,Vestuário confeccionado com feltros ou falsos tecidos,5101,23000.0,UNIDAD,0.08,1840.0
25240108761132000148558929001845831104091314,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,892,900184583,VENDA,2024-01-18 12:59:52,***.892.434-**,ALEXSANDRO BARBOSA LAURENTINO,-1,PB,MARI,5526783000408,"MINISTERIO DO DESENVOLVIMENTO SOCIAL, FAMILIA E COMBATE A FO",DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1,BATATA DOCE,7142000,"Batatas-doces, frescas, refrigeradas, congeladas ou secas",6101,500.0,KG,3.91,1955.0
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,1,FILTRO HIDRAULICO - 80634900 PSH974,87089990,Outras partes e acessórios para tratores e veículos automóveis,6102,1.0,PEÇA,136.29,136.29
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,2,FILTRO HIDRAULICO - 433800,73181500,"Outros parafusos e pinos ou pernos, mesmo com as porcas e arruelas, de ferro fundido, ferro ou aço",6102,2.0,PEÇA,120.36,240.72
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,3,FILTRO CAV CURTO - 2710659 836015106,87089990,Outras partes e acessórios para tratores e veículos automóveis,6102,2.0,PEÇA,44.58,89.16
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,4,FILTRO OLEO - 836647133 PSL836,84219999,"Outras partes de aparelhos para filtrar ou depurar líquidos, etc.",6102,1.0,UNIDAD,137.55,137.55
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,5,FILTRO AR EXT - 80270500,87089990,Outras partes e acessórios para tratores e veículos automóveis,6102,1.0,UNIDAD,252.97,252.97
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,6,FILTROS DIVERSOS - 003265,87089990,Outras partes e acessórios para tratores e veículos automóveis,6102,1.0,PEÇA,157.86,157.86
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,7,OLEO TRANSMISSAO MULT F 433 MTO100 10W30 - 1000433,27101932,Óleos lubrificantes com aditivos,6102,66.0,LITRO,61.07,4030.62
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,8,OLEO LUBRIFICANTE MOTOR 15W40 - 100015W40,27101932,Óleos lubrificantes com aditivos,6102,18.0,LITRO,57.59,1036.62
42240107200582000107550010000036381500353278,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,3638,"Venda de mercadoria adquirida ou recebida de terceiros, ou q",2024-01-26 08:29:37,07200582000107,L G COMERCIAL DE MAQUINAS AGRICOLAS LTDA,254915477,SC,CHAPECO,8829974000275,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,0 - NORMAL,0 - NÃO SE APLICA,9,OLEO 90 GL5 TRACAO CAIXA CAMBIO - 100090,27101932,Óleos lubrificantes com aditivos,6102,9.0,LITRO,62.41,561.69
33240134164319000506550020007285111404046887,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,2,728511,OUTRAS SAIDAS,2024-01-17 09:23:00,34164319000506,CASA DA MOEDA DO BRASIL,82346988,RJ,RIO DE JANEIRO,394494003585,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1,PERSONALIZACAO NOVO PASSAPORTE BRASILEIRO PACOM DPF 32 PAG.,49119900,Outros impressos,5949,0.09,MI,146440.0,13179.6
33240131673254000102550000009419131947020033,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,941913,Outras Entradas,2024-01-16 08:47:14,31673254000102,LABORATORIOS B.BRAUN S.A,80103077,RJ,SAO GONCALO,94877586000382,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",1,INFUSOMAT COMPACT 100 240V,90189010,Outros instrumentos e aparelhos para transfusão de sangue ou infusão intravenosa,2949,240.0,PEÇA,3025.34,726081.6
52240134274233010248550000000095681192430548,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,9568,Vda Cmb/Lub.cons/usu.final estab.outra UF,2024-01-15 16:01:14,34274233010248,VIBRA ENERGIA S.A,100235549,GO,ANAPOLIS,394429000100,COMANDO DA AERONAUTICA,DF,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1,BR JET A PLUS - L,27101911,Querosenes de aviação,5667,2208.0,L,5.33,11768.64
23240106628333000146550000003193591965191880,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,319359,"VENDA DE PRODUCAO DO ESTABELECIMENTO, DESTINADA A NAO CONTRI",2024-01-16 10:49:00,06628333000146,FARMACE - INDUSTRIA QUIMICO FARMACEUTICA CEARENSE LTDA,68480075,CE,BARBALHA,394544021182,HOSPITAL SERVIDORES DO ESTADO RJ,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",1,"ATROFARMA 1ML (SULFATO DE ATROPINA 0,25MG/ML)",30039099,"Outros medicamentos contendo produtos misturados, para fins terapêuticos, etc",6107,6000.0,UNIDAD,0.85,5100.0
23240106628333000146550000003193591965191880,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,319359,"VENDA DE PRODUCAO DO ESTABELECIMENTO, DESTINADA A NAO CONTRI",2024-01-16 10:49:00,06628333000146,FARMACE - INDUSTRIA QUIMICO FARMACEUTICA CEARENSE LTDA,68480075,CE,BARBALHA,394544021182,HOSPITAL SERVIDORES DO ESTADO RJ,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",2,DIPIFARMA INJETAVEL(DIPIRONA MONOIDR 500MG/ML) 2ML,30039099,"Outros medicamentos contendo produtos misturados, para fins terapêuticos, etc",6107,51000.0,UNIDAD,1.0,51000.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",1,Bandeja de Correspondenc Dello Tripla 3052 Crist**,39261000,"Artigos de escritório e artigos escolares, de plásticos",5102,10.0,UNIDAD,33.0,330.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",2,LAMINA ESTILETE LARGO 18MM CX/10 UNDS,82119400,"Lâminas para facas, de metais comuns",5102,20.0,CX,2.85,57.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",3,"GRAMPEADOR METAL , GRAMPO 26/6",84729040,"Máquinas para apontar lápis, perfuradores, grampeadores e desgrampeadores",5102,10.0,UNIDAD,13.6,136.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",4,GRAMPO GALVANIZADO 26/6 CX/1000 UND,83052000,"Grampos apresentados em barretas, de metais comuns",5102,51.0,CX,1.9,96.9
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",5,Envelope Papel 24x34 KRAFT BRANCO,48171000,"Envelopes, de papel ou cartão",5405,10.0,PCT,97.0,970.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",6,LIVRO PROTOCOLO CORRESPONDENCIA 100F,48201000,"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes",5405,50.0,UNIDAD,10.7,535.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",7,Pasta Arquivo Plástica em L,42021210,"Baús para viagem, malas e maletas, incluindo as de toucador e as maletas e pastas de documentos e para estudantes e artefatos semelhantes, com a superfície exterior de plásticos ou de matérias têxteis",5102,20.0,UNIDAD,27.0,540.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",8,Pasta Arquivo Plastico com Aba Elástica,42021210,"Baús para viagem, malas e maletas, incluindo as de toucador e as maletas e pastas de documentos e para estudantes e artefatos semelhantes, com a superfície exterior de plásticos ou de matérias têxteis",5102,25.0,UNIDAD,1.5,37.5
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",9,PASTA AZ OF L.LARGO SHINE,48203000,"Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos",5405,25.0,UNIDAD,13.8,345.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",10,PINCEL MARCADOR PARA QUADRO BRANCO AZ,96082000,"Canetas e marcadores, com ponta de feltro ou com outras pontas porosas",5102,25.0,UNIDAD,1.8,45.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",11,PINCEL MARCADOR AVULSO VM,96082000,"Canetas e marcadores, com ponta de feltro ou com outras pontas porosas",5102,25.0,UNIDAD,1.7,42.5
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",12,"PILHA ALCALINA MAX AAA PAL 1,5V",85061019,"Outras pilhas alcalinas, de dióxido de manganês",5102,100.0,PCT,3.6,360.0
